ping_id,vehicle_id,operator_id,lat,lon,speed_kmph,recorded_at,received_at
P-0003675,V-10,5,19.124828,72.890166,12.2,2026-06-17 08:01:47+05:30,2026-06-17 08:01:48+05:30
P-0003676,V-10,5,19.12436,72.889722,14.2,2026-06-17 08:02:08+05:30,2026-06-17 08:02:10+05:30
P-0003677,V-10,5,19.12417,72.889462,7.6,2026-06-17 08:02:25+05:30,2026-06-17 08:02:29+05:30
P-0003678,V-10,5,19.123717,72.888858,13.4,2026-06-17 08:02:45+05:30,2026-06-17 08:02:47+05:30
P-0003679,V-10,5,19.123329,72.888476,12.6,2026-06-17 08:03:07+05:30,2026-06-17 08:03:08+05:30
P-0003680,V-10,5,19.123054,72.887846,14.0,2026-06-17 08:03:25+05:30,2026-06-17 08:03:29+05:30
P-0003681,V-10,5,19.122772,72.887521,7.2,2026-06-17 08:03:42+05:30,2026-06-17 08:03:46+05:30
P-0003682,V-10,5,19.122479,72.887093,11.5,2026-06-17 08:04:01+05:30,2026-06-17 08:04:05+05:30
P-0003683,V-10,5,19.122206,72.886688,9.8,2026-06-17 08:04:18+05:30,2026-06-17 08:04:22+05:30
P-0003684,V-10,5,19.121795,72.886383,11.1,2026-06-17 08:04:37+05:30,2026-06-17 08:04:39+05:30
P-0003685,V-10,5,19.121335,72.885861,12.6,2026-06-17 08:04:59+05:30,2026-06-17 08:05:01+05:30
P-0003686,V-10,5,19.121011,72.885417,10.8,2026-06-17 08:05:16+05:30,2026-06-17 08:05:17+05:30
P-0003687,V-10,5,19.120676,72.884886,13.8,2026-06-17 08:05:37+05:30,2026-06-17 08:05:41+05:30
P-0003688,V-10,5,19.120318,72.884395,12.0,2026-06-17 08:05:59+05:30,2026-06-17 08:06:02+05:30
P-0003689,V-10,5,19.119993,72.883734,15.7,2026-06-17 08:06:22+05:30,2026-06-17 08:06:24+05:30
P-0003690,V-10,5,19.119479,72.883424,12.9,2026-06-17 08:06:41+05:30,2026-06-17 08:06:43+05:30
P-0003691,V-10,5,19.119118,72.882891,11.6,2026-06-17 08:07:04+05:30,2026-06-17 08:07:05+05:30
P-0003692,V-10,5,19.118999,72.882428,7.7,2026-06-17 08:07:21+05:30,2026-06-17 08:07:25+05:30
P-0003693,V-10,5,19.118809,72.881905,9.4,2026-06-17 08:07:39+05:30,2026-06-17 08:07:43+05:30
P-0003694,V-10,5,19.118406,72.881075,16.9,2026-06-17 08:08:02+05:30,2026-06-17 08:08:03+05:30
P-0003695,V-10,5,19.118322,72.880536,9.2,2026-06-17 08:08:22+05:30,2026-06-17 08:08:26+05:30
P-0003696,V-10,5,19.118109,72.880024,12.4,2026-06-17 08:08:42+05:30,2026-06-17 08:08:45+05:30
P-0003697,V-10,5,19.117801,72.87939,12.7,2026-06-17 08:09:05+05:30,2026-06-17 08:09:09+05:30
P-0003698,V-10,5,19.117449,72.878942,10.4,2026-06-17 08:09:24+05:30,2026-06-17 08:09:27+05:30
P-0003699,V-10,5,19.11734,72.87834,9.9,2026-06-17 08:09:44+05:30,2026-06-17 08:09:45+05:30
P-0003700,V-10,5,19.117192,72.877823,8.3,2026-06-17 08:10:01+05:30,2026-06-17 08:10:05+05:30
P-0003701,V-10,5,19.116802,72.877413,11.6,2026-06-17 08:10:19+05:30,2026-06-17 08:10:20+05:30
P-0003702,V-10,5,19.116669,72.877009,7.4,2026-06-17 08:10:37+05:30,2026-06-17 08:10:38+05:30
P-0003703,V-10,5,19.11641,72.876298,12.7,2026-06-17 08:10:58+05:30,2026-06-17 08:11:02+05:30
P-0003704,V-10,5,19.116192,72.875931,9.0,2026-06-17 08:11:16+05:30,2026-06-17 08:11:18+05:30
P-0003705,V-10,5,19.116136,72.875327,10.8,2026-06-17 08:11:33+05:30,2026-06-17 08:11:34+05:30
P-0003706,V-10,5,19.115886,72.874782,11.6,2026-06-17 08:11:55+05:30,2026-06-17 08:11:59+05:30
P-0003707,V-10,5,19.11562,72.874358,8.2,2026-06-17 08:12:14+05:30,2026-06-17 08:12:15+05:30
P-0003708,V-10,5,19.115355,72.87374,11.7,2026-06-17 08:12:34+05:30,2026-06-17 08:12:36+05:30
P-0003709,V-10,5,19.11518,72.873109,12.5,2026-06-17 08:12:52+05:30,2026-06-17 08:12:55+05:30
P-0003710,V-10,5,19.114945,72.87256,9.8,2026-06-17 08:13:12+05:30,2026-06-17 08:13:15+05:30
P-0003711,V-10,5,19.114703,72.872235,7.2,2026-06-17 08:13:32+05:30,2026-06-17 08:13:35+05:30
P-0003712,V-10,5,19.114537,72.871534,12.2,2026-06-17 08:13:49+05:30,2026-06-17 08:13:53+05:30
P-0003713,V-10,5,19.114045,72.871103,12.6,2026-06-17 08:14:12+05:30,2026-06-17 08:14:14+05:30
P-0003714,V-10,5,19.11391,72.870496,11.7,2026-06-17 08:14:30+05:30,2026-06-17 08:14:32+05:30
P-0003715,V-10,5,19.113805,72.870177,4.4,2026-06-17 08:14:47+05:30,2026-06-17 08:14:50+05:30
P-0003716,V-10,5,19.113655,72.869777,6.5,2026-06-17 08:15:04+05:30,2026-06-17 08:15:06+05:30
P-0003717,V-10,5,19.113491,72.869756,1.3,2026-06-17 08:15:21+05:30,2026-06-17 08:15:24+05:30
P-0003718,V-10,5,19.113619,72.869594,3.4,2026-06-17 08:15:44+05:30,2026-06-17 08:15:45+05:30
P-0003719,V-10,5,19.113516,72.869756,2.4,2026-06-17 08:16:01+05:30,2026-06-17 08:16:03+05:30
P-0003720,V-10,5,19.113712,72.869612,4.4,2026-06-17 08:16:21+05:30,2026-06-17 08:16:22+05:30
P-0003721,V-10,5,19.113556,72.869803,5.0,2026-06-17 08:16:42+05:30,2026-06-17 08:16:43+05:30
P-0003722,V-10,5,19.113587,72.86977,0.4,2026-06-17 08:16:59+05:30,2026-06-17 08:17:03+05:30
P-0003723,V-10,5,19.113498,72.869766,1.0,2026-06-17 08:17:21+05:30,2026-06-17 08:17:24+05:30
P-0003724,V-10,5,19.113697,72.869599,5.0,2026-06-17 08:17:43+05:30,2026-06-17 08:17:44+05:30
P-0003725,V-10,5,19.113602,72.869742,2.4,2026-06-17 08:18:02+05:30,2026-06-17 08:18:06+05:30
P-0003726,V-10,5,19.11365,72.869601,3.4,2026-06-17 08:18:23+05:30,2026-06-17 08:18:24+05:30
P-0003727,V-10,5,19.113559,72.869789,2.2,2026-06-17 08:18:46+05:30,2026-06-17 08:18:49+05:30
P-0003728,V-10,5,19.113684,72.86959,4.5,2026-06-17 08:19:05+05:30,2026-06-17 08:19:07+05:30
P-0003729,V-10,5,19.11368,72.869797,4.7,2026-06-17 08:19:24+05:30,2026-06-17 08:19:27+05:30
P-0003730,V-10,5,19.113488,72.86978,4.2,2026-06-17 08:19:42+05:30,2026-06-17 08:19:43+05:30
P-0003731,V-10,5,19.113652,72.869642,4.4,2026-06-17 08:20:02+05:30,2026-06-17 08:20:06+05:30
P-0003732,V-10,5,19.1135,72.869776,2.9,2026-06-17 08:20:22+05:30,2026-06-17 08:20:26+05:30
P-0003733,V-10,5,19.113634,72.869786,3.0,2026-06-17 08:20:41+05:30,2026-06-17 08:20:45+05:30
P-0003734,V-10,5,19.113484,72.869679,4.4,2026-06-17 08:21:01+05:30,2026-06-17 08:21:02+05:30
P-0003735,V-10,5,19.113534,72.869581,2.4,2026-06-17 08:21:23+05:30,2026-06-17 08:21:24+05:30
P-0003736,V-10,5,19.113652,72.869731,2.1,2026-06-17 08:21:45+05:30,2026-06-17 08:21:48+05:30
P-0003737,V-10,5,19.11362,72.869666,3.1,2026-06-17 08:22:06+05:30,2026-06-17 08:22:09+05:30
P-0003738,V-10,5,19.113493,72.869697,4.5,2026-06-17 08:22:28+05:30,2026-06-17 08:22:30+05:30
P-0003739,V-10,5,19.113651,72.869818,4.8,2026-06-17 08:22:50+05:30,2026-06-17 08:22:54+05:30
P-0003740,V-10,5,19.113668,72.869672,4.7,2026-06-17 08:23:07+05:30,2026-06-17 08:23:10+05:30
P-0003741,V-10,5,19.113592,72.869688,1.1,2026-06-17 08:23:25+05:30,2026-06-17 08:23:26+05:30
P-0003742,V-10,5,19.113558,72.869779,3.7,2026-06-17 08:23:48+05:30,2026-06-17 08:23:50+05:30
P-0003743,V-10,5,19.113693,72.869806,3.7,2026-06-17 08:24:09+05:30,2026-06-17 08:24:13+05:30
P-0003744,V-10,5,19.113564,72.869776,3.3,2026-06-17 08:24:29+05:30,2026-06-17 08:24:32+05:30
P-0003745,V-10,5,19.113538,72.869735,0.6,2026-06-17 08:24:50+05:30,2026-06-17 08:24:51+05:30
P-0003746,V-10,5,19.113694,72.869754,1.7,2026-06-17 08:25:12+05:30,2026-06-17 08:25:14+05:30
P-0003747,V-10,5,19.113617,72.869681,0.2,2026-06-17 08:25:31+05:30,2026-06-17 08:25:34+05:30
P-0003748,V-10,5,19.113543,72.869765,4.0,2026-06-17 08:25:48+05:30,2026-06-17 08:25:49+05:30
P-0003749,V-10,5,19.11364,72.869695,4.0,2026-06-17 08:26:05+05:30,2026-06-17 08:26:08+05:30
P-0003750,V-10,5,19.113579,72.869759,2.8,2026-06-17 08:26:22+05:30,2026-06-17 08:26:24+05:30
P-0003751,V-10,5,19.113518,72.869708,3.4,2026-06-17 08:26:39+05:30,2026-06-17 08:26:40+05:30
P-0003752,V-10,5,19.113705,72.869732,5.1,2026-06-17 08:27:01+05:30,2026-06-17 08:27:04+05:30
P-0003753,V-10,5,19.113681,72.869643,1.3,2026-06-17 08:27:20+05:30,2026-06-17 08:27:24+05:30
P-0003754,V-10,5,19.113688,72.869748,3.6,2026-06-17 08:27:40+05:30,2026-06-17 08:27:44+05:30
P-0003755,V-10,5,19.113636,72.869729,2.1,2026-06-17 08:27:59+05:30,2026-06-17 08:28:03+05:30
P-0003756,V-10,5,19.113585,72.869722,0.1,2026-06-17 08:28:19+05:30,2026-06-17 08:28:23+05:30
P-0003757,V-10,5,19.113661,72.869626,2.4,2026-06-17 08:28:38+05:30,2026-06-17 08:28:40+05:30
P-0003758,V-10,5,19.113607,72.869611,1.8,2026-06-17 08:28:58+05:30,2026-06-17 08:29:02+05:30
P-0003759,V-10,5,19.11355,72.869758,3.2,2026-06-17 08:29:18+05:30,2026-06-17 08:29:21+05:30
P-0003760,V-10,5,19.113569,72.869802,0.0,2026-06-17 08:29:35+05:30,2026-06-17 08:29:39+05:30
P-0003761,V-10,5,19.113552,72.869608,5.2,2026-06-17 08:29:55+05:30,2026-06-17 08:29:59+05:30
P-0003762,V-10,5,19.113579,72.869783,3.1,2026-06-17 08:30:17+05:30,2026-06-17 08:30:18+05:30
P-0003763,V-10,5,19.113508,72.869614,4.2,2026-06-17 08:30:37+05:30,2026-06-17 08:30:41+05:30
P-0003764,V-10,5,19.113659,72.869692,3.4,2026-06-17 08:30:59+05:30,2026-06-17 08:31:00+05:30
P-0003765,V-10,5,19.113566,72.869603,3.8,2026-06-17 08:31:19+05:30,2026-06-17 08:31:22+05:30
P-0003766,V-10,5,19.113562,72.869708,0.2,2026-06-17 08:31:41+05:30,2026-06-17 08:31:42+05:30
P-0003767,V-10,5,19.113708,72.869707,3.5,2026-06-17 08:32:01+05:30,2026-06-17 08:32:04+05:30
P-0003768,V-10,5,19.113501,72.869701,5.1,2026-06-17 08:32:18+05:30,2026-06-17 08:32:21+05:30
P-0003769,V-10,5,19.113643,72.869603,5.2,2026-06-17 08:32:35+05:30,2026-06-17 08:32:38+05:30
P-0003770,V-10,5,19.113568,72.869751,4.9,2026-06-17 08:32:54+05:30,2026-06-17 08:32:56+05:30
P-0003771,V-10,5,19.113531,72.869623,0.8,2026-06-17 08:33:13+05:30,2026-06-17 08:33:17+05:30
P-0003772,V-10,5,19.113515,72.869669,0.0,2026-06-17 08:33:31+05:30,2026-06-17 08:33:35+05:30
P-0003773,V-10,5,19.11355,72.86977,3.3,2026-06-17 08:33:53+05:30,2026-06-17 08:33:56+05:30
P-0003774,V-10,5,19.113646,72.86971,3.3,2026-06-17 08:34:11+05:30,2026-06-17 08:34:15+05:30
P-0003775,V-10,5,19.113552,72.869803,3.6,2026-06-17 08:34:32+05:30,2026-06-17 08:34:33+05:30
P-0003776,V-10,5,19.11357,72.869811,0.8,2026-06-17 08:34:50+05:30,2026-06-17 08:34:54+05:30
P-0003777,V-04,6,19.204293,72.852449,2.6,2026-06-17 06:40:00+05:30,2026-06-17 06:40:03+05:30
P-0003778,V-04,6,19.203418,72.852632,17.7,2026-06-17 06:40:17+05:30,2026-06-17 06:40:20+05:30
P-0003779,V-04,6,19.202374,72.852449,23.0,2026-06-17 06:40:40+05:30,2026-06-17 06:40:41+05:30
P-0003780,V-04,6,19.201383,72.852539,21.1,2026-06-17 06:41:03+05:30,2026-06-17 06:41:06+05:30
P-0003781,V-04,6,19.200635,72.852563,15.4,2026-06-17 06:41:21+05:30,2026-06-17 06:41:25+05:30
P-0003782,V-04,6,19.199738,72.852668,18.8,2026-06-17 06:41:42+05:30,2026-06-17 06:41:45+05:30
P-0003783,V-04,6,19.198888,72.852627,18.4,2026-06-17 06:42:01+05:30,2026-06-17 06:42:04+05:30
P-0003784,V-04,6,19.197858,72.852741,22.5,2026-06-17 06:42:23+05:30,2026-06-17 06:42:25+05:30
P-0003785,V-04,6,19.196914,72.852768,18.0,2026-06-17 06:42:41+05:30,2026-06-17 06:42:44+05:30
P-0003786,V-04,6,19.196118,72.85269,17.8,2026-06-17 06:43:01+05:30,2026-06-17 06:43:02+05:30
P-0003787,V-04,6,19.195236,72.852807,18.0,2026-06-17 06:43:22+05:30,2026-06-17 06:43:26+05:30
P-0003788,V-04,6,19.194207,72.85275,20.9,2026-06-17 06:43:45+05:30,2026-06-17 06:43:46+05:30
P-0003789,V-04,6,19.193431,72.852737,15.0,2026-06-17 06:44:02+05:30,2026-06-17 06:44:05+05:30
P-0003790,V-04,6,19.192628,72.852781,17.5,2026-06-17 06:44:19+05:30,2026-06-17 06:44:20+05:30
P-0003791,V-04,6,19.191642,72.852943,19.4,2026-06-17 06:44:38+05:30,2026-06-17 06:44:39+05:30
P-0003792,V-04,6,19.190776,72.852966,17.9,2026-06-17 06:45:00+05:30,2026-06-17 06:45:01+05:30
P-0003793,V-04,6,19.189795,72.852856,20.5,2026-06-17 06:45:23+05:30,2026-06-17 06:45:25+05:30
P-0003794,V-04,6,19.188899,72.852908,16.2,2026-06-17 06:45:41+05:30,2026-06-17 06:45:44+05:30
P-0003795,V-04,6,19.18823,72.852955,11.6,2026-06-17 06:45:58+05:30,2026-06-17 06:46:02+05:30
P-0003796,V-04,6,19.187316,72.853034,19.9,2026-06-17 06:46:15+05:30,2026-06-17 06:46:19+05:30
P-0003797,V-04,6,19.186499,72.852945,17.7,2026-06-17 06:46:35+05:30,2026-06-17 06:46:37+05:30
P-0003798,V-04,6,19.185562,72.852984,18.3,2026-06-17 06:46:56+05:30,2026-06-17 06:46:57+05:30
P-0003799,V-04,6,19.18447,72.85296,20.4,2026-06-17 06:47:19+05:30,2026-06-17 06:47:21+05:30
P-0003800,V-04,6,19.183628,72.853144,15.9,2026-06-17 06:47:39+05:30,2026-06-17 06:47:40+05:30
P-0003801,V-04,6,19.18268,72.853016,19.1,2026-06-17 06:48:00+05:30,2026-06-17 06:48:04+05:30
P-0003802,V-04,6,19.181846,72.852872,18.0,2026-06-17 06:48:22+05:30,2026-06-17 06:48:25+05:30
P-0003803,V-04,6,19.180998,72.852805,16.0,2026-06-17 06:48:42+05:30,2026-06-17 06:48:46+05:30
P-0003804,V-04,6,19.179957,72.852373,22.0,2026-06-17 06:49:05+05:30,2026-06-17 06:49:06+05:30
P-0003805,V-04,6,19.178991,72.852162,21.0,2026-06-17 06:49:25+05:30,2026-06-17 06:49:28+05:30
P-0003806,V-04,6,19.178315,72.85187,12.7,2026-06-17 06:49:43+05:30,2026-06-17 06:49:46+05:30
P-0003807,V-04,6,19.177361,72.851693,19.4,2026-06-17 06:50:05+05:30,2026-06-17 06:50:08+05:30
P-0003808,V-04,6,19.176514,72.851291,20.1,2026-06-17 06:50:22+05:30,2026-06-17 06:50:26+05:30
P-0003809,V-04,6,19.175664,72.851046,19.3,2026-06-17 06:50:41+05:30,2026-06-17 06:50:42+05:30
P-0003810,V-04,6,19.174858,72.851009,17.2,2026-06-17 06:51:00+05:30,2026-06-17 06:51:04+05:30
P-0003811,V-04,6,19.174297,72.85058,15.2,2026-06-17 06:51:17+05:30,2026-06-17 06:51:19+05:30
P-0003812,V-04,6,19.173463,72.850355,18.6,2026-06-17 06:51:34+05:30,2026-06-17 06:51:36+05:30
P-0003813,V-04,6,19.172509,72.850233,18.2,2026-06-17 06:51:56+05:30,2026-06-17 06:51:57+05:30
P-0003814,V-04,6,19.171636,72.849941,19.1,2026-06-17 06:52:18+05:30,2026-06-17 06:52:19+05:30
P-0003815,V-04,6,19.170887,72.849685,14.6,2026-06-17 06:52:36+05:30,2026-06-17 06:52:40+05:30
P-0003816,V-04,6,19.169932,72.849414,18.0,2026-06-17 06:52:57+05:30,2026-06-17 06:53:00+05:30
P-0003817,V-04,6,19.16912,72.849178,18.7,2026-06-17 06:53:16+05:30,2026-06-17 06:53:18+05:30
P-0003818,V-04,6,19.168064,72.848896,21.5,2026-06-17 06:53:39+05:30,2026-06-17 06:53:40+05:30
P-0003819,V-04,6,19.167209,72.848462,17.7,2026-06-17 06:54:00+05:30,2026-06-17 06:54:04+05:30
P-0003820,V-04,6,19.16648,72.848301,14.2,2026-06-17 06:54:17+05:30,2026-06-17 06:54:21+05:30
P-0003821,V-04,6,19.165437,72.848153,20.1,2026-06-17 06:54:39+05:30,2026-06-17 06:54:43+05:30
P-0003822,V-04,6,19.164732,72.847782,15.4,2026-06-17 06:54:57+05:30,2026-06-17 06:55:00+05:30
P-0003823,V-04,6,19.16401,72.847644,15.5,2026-06-17 06:55:15+05:30,2026-06-17 06:55:16+05:30
P-0003824,V-04,6,19.163058,72.847346,19.2,2026-06-17 06:55:34+05:30,2026-06-17 06:55:36+05:30
P-0003825,V-04,6,19.16225,72.847078,15.9,2026-06-17 06:55:55+05:30,2026-06-17 06:55:56+05:30
P-0003826,V-04,6,19.16154,72.846877,16.5,2026-06-17 06:56:13+05:30,2026-06-17 06:56:16+05:30
P-0003827,V-04,6,19.160455,72.84657,21.2,2026-06-17 06:56:36+05:30,2026-06-17 06:56:38+05:30
P-0003828,V-04,6,19.159702,72.846601,13.3,2026-06-17 06:56:54+05:30,2026-06-17 06:56:57+05:30
P-0003829,V-04,6,19.158736,72.846482,21.3,2026-06-17 06:57:13+05:30,2026-06-17 08:27:13+05:30
P-0003830,V-04,6,19.157941,72.846317,15.0,2026-06-17 06:57:35+05:30,2026-06-17 08:27:35+05:30
P-0003831,V-04,6,19.157204,72.84631,13.5,2026-06-17 06:57:52+05:30,2026-06-17 08:27:52+05:30
P-0003832,V-04,6,19.156206,72.846219,20.5,2026-06-17 06:58:12+05:30,2026-06-17 08:28:12+05:30
P-0003833,V-04,6,19.155429,72.846163,16.2,2026-06-17 06:58:30+05:30,2026-06-17 08:28:30+05:30
P-0003834,V-04,6,19.154454,72.846015,19.4,2026-06-17 06:58:52+05:30,2026-06-17 08:28:52+05:30
P-0003835,V-04,6,19.153468,72.846024,21.3,2026-06-17 06:59:15+05:30,2026-06-17 08:29:15+05:30
P-0003836,V-04,6,19.152435,72.84579,22.7,2026-06-17 06:59:38+05:30,2026-06-17 08:29:38+05:30
P-0003837,V-04,6,19.151506,72.845736,20.3,2026-06-17 06:59:58+05:30,2026-06-17 08:29:58+05:30
P-0003838,V-04,6,19.150389,72.845746,22.0,2026-06-17 07:00:20+05:30,2026-06-17 08:30:20+05:30
P-0003839,V-04,6,19.149454,72.845536,20.3,2026-06-17 07:00:43+05:30,2026-06-17 08:30:43+05:30
P-0003840,V-04,6,19.148642,72.845585,15.1,2026-06-17 07:01:04+05:30,2026-06-17 08:31:04+05:30
P-0003841,V-04,6,19.147658,72.845448,19.7,2026-06-17 07:01:24+05:30,2026-06-17 08:31:24+05:30
P-0003842,V-04,6,19.146839,72.84539,16.3,2026-06-17 07:01:42+05:30,2026-06-17 08:31:42+05:30
P-0003843,V-04,6,19.14598,72.845323,18.1,2026-06-17 07:02:00+05:30,2026-06-17 08:32:00+05:30
P-0003844,V-04,6,19.145312,72.845116,12.7,2026-06-17 07:02:17+05:30,2026-06-17 08:32:17+05:30
P-0003845,V-04,6,19.144487,72.845175,16.3,2026-06-17 07:02:34+05:30,2026-06-17 08:32:34+05:30
P-0003846,V-04,6,19.143719,72.844984,15.4,2026-06-17 07:02:52+05:30,2026-06-17 08:32:52+05:30
P-0003847,V-04,6,19.142872,72.844886,16.2,2026-06-17 07:03:10+05:30,2026-06-17 08:33:10+05:30
P-0003848,V-04,6,19.141946,72.844791,20.4,2026-06-17 07:03:31+05:30,2026-06-17 08:33:31+05:30
P-0003849,V-04,6,19.141078,72.844728,16.4,2026-06-17 07:03:51+05:30,2026-06-17 08:33:51+05:30
P-0003850,V-04,6,19.140259,72.844579,18.2,2026-06-17 07:04:11+05:30,2026-06-17 08:34:11+05:30
P-0003851,V-04,6,19.139343,72.844699,17.6,2026-06-17 07:04:32+05:30,2026-06-17 08:34:32+05:30
P-0003852,V-04,6,19.138609,72.844473,13.8,2026-06-17 07:04:49+05:30,2026-06-17 08:34:49+05:30
P-0003853,V-04,6,19.137654,72.844566,17.2,2026-06-17 07:05:07+05:30,2026-06-17 08:35:07+05:30
P-0003854,V-04,6,19.136652,72.844459,22.1,2026-06-17 07:05:29+05:30,2026-06-17 08:35:29+05:30
P-0003855,V-04,6,19.13594,72.844214,14.8,2026-06-17 07:05:49+05:30,2026-06-17 08:35:49+05:30
P-0003856,V-04,6,19.134913,72.844382,21.2,2026-06-17 07:06:09+05:30,2026-06-17 08:36:09+05:30
P-0003857,V-04,6,19.134098,72.844521,17.7,2026-06-17 07:06:27+05:30,2026-06-17 08:36:27+05:30
P-0003858,V-04,6,19.133315,72.84446,14.1,2026-06-17 07:06:48+05:30,2026-06-17 08:36:48+05:30
P-0003859,V-04,6,19.132395,72.84457,17.6,2026-06-17 07:07:08+05:30,2026-06-17 08:37:08+05:30
P-0003860,V-04,6,19.131323,72.844638,22.4,2026-06-17 07:07:29+05:30,2026-06-17 08:37:29+05:30
P-0003861,V-04,6,19.130372,72.844714,19.7,2026-06-17 07:07:51+05:30,2026-06-17 08:37:51+05:30
P-0003862,V-04,6,19.129618,72.844752,17.0,2026-06-17 07:08:09+05:30,2026-06-17 08:38:09+05:30
P-0003863,V-04,6,19.12888,72.84481,16.3,2026-06-17 07:08:27+05:30,2026-06-17 08:38:27+05:30
P-0003864,V-04,6,19.127741,72.844847,23.6,2026-06-17 07:08:48+05:30,2026-06-17 08:38:48+05:30
P-0003865,V-04,6,19.126986,72.844912,16.5,2026-06-17 07:09:08+05:30,2026-06-17 08:39:08+05:30
P-0003866,V-04,6,19.125852,72.844866,21.5,2026-06-17 07:09:31+05:30,2026-06-17 08:39:31+05:30
P-0003867,V-04,6,19.125048,72.84491,14.3,2026-06-17 07:09:49+05:30,2026-06-17 08:39:49+05:30
P-0003868,V-04,6,19.124268,72.845159,15.6,2026-06-17 07:10:07+05:30,2026-06-17 08:40:07+05:30
P-0003869,V-04,6,19.12351,72.845159,15.8,2026-06-17 07:10:25+05:30,2026-06-17 08:40:25+05:30
P-0003870,V-04,6,19.122409,72.845114,22.9,2026-06-17 07:10:48+05:30,2026-06-17 08:40:48+05:30
P-0003871,V-04,6,19.121606,72.845252,18.3,2026-06-17 07:11:06+05:30,2026-06-17 08:41:06+05:30
P-0003872,V-04,6,19.120823,72.845391,17.3,2026-06-17 07:11:23+05:30,2026-06-17 08:41:23+05:30
P-0003873,V-04,6,19.119912,72.845367,20.2,2026-06-17 07:11:44+05:30,2026-06-17 08:41:44+05:30
P-0003874,V-04,6,19.119084,72.845369,15.4,2026-06-17 07:12:04+05:30,2026-06-17 08:42:04+05:30
P-0003875,V-04,6,19.118043,72.845546,19.1,2026-06-17 07:12:25+05:30,2026-06-17 08:42:25+05:30
P-0003876,V-04,6,19.117357,72.845495,12.2,2026-06-17 07:12:45+05:30,2026-06-17 08:42:45+05:30
P-0003877,V-04,6,19.116177,72.845474,23.4,2026-06-17 07:13:08+05:30,2026-06-17 08:43:08+05:30
P-0003878,V-04,6,19.115381,72.845678,15.7,2026-06-17 07:13:29+05:30,2026-06-17 08:43:29+05:30
P-0003879,V-04,6,19.114536,72.845634,16.4,2026-06-17 07:13:46+05:30,2026-06-17 08:43:46+05:30
P-0003880,V-04,6,19.113712,72.845867,17.3,2026-06-17 07:14:06+05:30,2026-06-17 08:44:06+05:30
P-0003881,V-04,6,19.112894,72.84585,16.5,2026-06-17 07:14:25+05:30,2026-06-17 08:44:25+05:30
P-0003882,V-04,6,19.111988,72.845966,17.0,2026-06-17 07:14:42+05:30,2026-06-17 08:44:42+05:30
P-0003883,V-04,6,19.111194,72.845818,16.2,2026-06-17 07:15:01+05:30,2026-06-17 08:45:01+05:30
P-0003884,V-04,6,19.110295,72.845481,17.7,2026-06-17 07:15:22+05:30,2026-06-17 08:45:22+05:30
P-0003885,V-04,6,19.109505,72.845437,15.1,2026-06-17 07:15:39+05:30,2026-06-17 08:45:39+05:30
P-0003886,V-04,6,19.108708,72.845191,16.8,2026-06-17 07:15:58+05:30,2026-06-17 08:45:58+05:30
P-0003887,V-04,6,19.107703,72.845223,19.0,2026-06-17 07:16:18+05:30,2026-06-17 08:46:18+05:30
P-0003888,V-04,6,19.106926,72.845048,16.0,2026-06-17 07:16:36+05:30,2026-06-17 08:46:36+05:30
P-0003889,V-04,6,19.105964,72.844784,19.2,2026-06-17 07:16:58+05:30,2026-06-17 08:46:58+05:30
P-0003890,V-04,6,19.105061,72.844632,19.6,2026-06-17 07:17:18+05:30,2026-06-17 08:47:18+05:30
P-0003891,V-04,6,19.104256,72.844345,18.9,2026-06-17 07:17:40+05:30,2026-06-17 08:47:40+05:30
P-0003892,V-04,6,19.103358,72.844398,18.8,2026-06-17 07:17:57+05:30,2026-06-17 08:47:57+05:30
P-0003893,V-04,6,19.102558,72.844201,15.8,2026-06-17 07:18:17+05:30,2026-06-17 08:48:17+05:30
P-0003894,V-04,6,19.101593,72.843992,18.1,2026-06-17 07:18:38+05:30,2026-06-17 08:48:38+05:30
P-0003895,V-04,6,19.100593,72.843832,19.0,2026-06-17 07:19:01+05:30,2026-06-17 08:49:01+05:30
P-0003896,V-04,6,19.099704,72.843743,15.9,2026-06-17 07:19:19+05:30,2026-06-17 08:49:19+05:30
P-0003897,V-04,6,19.098792,72.843355,18.9,2026-06-17 07:19:41+05:30,2026-06-17 08:49:41+05:30
P-0003898,V-04,6,19.098093,72.843406,15.2,2026-06-17 07:19:58+05:30,2026-06-17 08:49:58+05:30
P-0003899,V-04,6,19.097304,72.843104,16.9,2026-06-17 07:20:15+05:30,2026-06-17 08:50:15+05:30
P-0003900,V-04,6,19.096516,72.842974,17.5,2026-06-17 07:20:36+05:30,2026-06-17 08:50:36+05:30
P-0003901,V-04,6,19.095334,72.842794,25.3,2026-06-17 07:20:58+05:30,2026-06-17 08:50:58+05:30
P-0003902,V-04,6,19.094338,72.842629,20.1,2026-06-17 07:21:21+05:30,2026-06-17 08:51:21+05:30
P-0003903,V-04,6,19.093556,72.842465,16.4,2026-06-17 07:21:42+05:30,2026-06-17 08:51:42+05:30
P-0003904,V-04,6,19.092407,72.842199,24.7,2026-06-17 07:22:05+05:30,2026-06-17 08:52:05+05:30
P-0003905,V-04,6,19.091472,72.842007,17.3,2026-06-17 07:22:28+05:30,2026-06-17 08:52:28+05:30
P-0003906,V-04,6,19.090793,72.841676,15.0,2026-06-17 07:22:45+05:30,2026-06-17 08:52:45+05:30
